==============================
MAPK@3 SCORE: 0.21946335338047718
The Eiffel Tower MAPK@3: 0.5783828382838284 common guesses: [('The Eiffel Tower', 125), ('pliers', 60), ('star', 27)]
hockey puck MAPK@3: 0.1076502732240437 common guesses: [('hockey puck', 53), ('cloud', 47), ('banana', 26)]
flashlight MAPK@3: 0.1074074074074074 common guesses: [('flashlight', 58), ('belt', 38), ('crocodile', 35)]
stop sign MAPK@3: 0.10462962962962963 common guesses: [('lollipop', 72), ('stop sign', 34), ('microphone', 26)]
megaphone MAPK@3: 0.10355987055016182 common guesses: [('megaphone', 31), ('van', 18), ('keyboard', 10)]
spoon MAPK@3: 0.10283687943262411 common guesses: [('lollipop', 30), ('popsicle', 28), ('spoon', 28)]
helicopter MAPK@3: 0.10277777777777777 common guesses: [('helicopter', 39), ('flying saucer', 19), ('bulldozer', 18)]
oven MAPK@3: 0.0967741935483871 common guesses: [('oven', 48), ('map', 40), ('microwave', 38)]
beach MAPK@3: 0.0962566844919786 common guesses: [('speedboat', 45), ('grass', 36), ('ocean', 30)]
stove MAPK@3: 0.09619047619047619 common guesses: [('stove', 28), ('oven', 23), ('alarm clock', 17)]
castle MAPK@3: 0.09601449275362317 common guesses: [('castle', 27), ('postcard', 17), ('envelope', 17)]
pliers MAPK@3: 0.0945945945945946 common guesses: [('pliers', 44), ('The Eiffel Tower', 35), ('ladder', 30)]
grapes MAPK@3: 0.0944206008583691 common guesses: [('grapes', 38), ('blackberry', 23), ('kangaroo', 22)]
pencil MAPK@3: 0.09107468123861565 common guesses: [('asparagus', 49), ('sword', 40), ('pencil', 36)]
lighthouse MAPK@3: 0.08644536652835408 common guesses: [('lighthouse', 33), ('hand', 24), ('paintbrush', 19)]
helmet MAPK@3: 0.08378870673952642 common guesses: [('helmet', 19), ('clock', 18), ('circle', 16)]
paintbrush MAPK@3: 0.08066429418742586 common guesses: [('asparagus', 55), ('tennis racquet', 47), ('fork', 45)]
toilet MAPK@3: 0.08034188034188033 common guesses: [('toilet', 24), ('sock', 17), ('snorkel', 15)]
bee MAPK@3: 0.08011049723756906 common guesses: [('bee', 23), ('submarine', 14), ('camouflage', 13)]
duck MAPK@3: 0.07717569786535303 common guesses: [('duck', 26), ('cannon', 18), ('bathtub', 16)]
camouflage MAPK@3: 0.07657657657657657 common guesses: [('camouflage', 36), ('hurricane', 32), ('blackberry', 22)]
kangaroo MAPK@3: 0.07506361323155215 common guesses: [('kangaroo', 32), ('harp', 20), ('penguin', 20)]
roller coaster MAPK@3: 0.07441860465116279 common guesses: [('roller coaster', 24), ('bridge', 21), ('speedboat', 19)]
river MAPK@3: 0.07416666666666666 common guesses: [('belt', 31), ('grass', 30), ('crocodile', 27)]
wristwatch MAPK@3: 0.07377049180327869 common guesses: [('belt', 49), ('wristwatch', 30), ('grass', 27)]
peanut MAPK@3: 0.07368421052631578 common guesses: [('snowman', 42), ('vase', 29), ('peanut', 27)]
dolphin MAPK@3: 0.07285974499089252 common guesses: [('dolphin', 28), ('bridge', 18), ('hat', 17)]
snake MAPK@3: 0.07103825136612021 common guesses: [('eyeglasses', 31), ('see saw', 25), ('ocean', 24)]
sandwich MAPK@3: 0.06902356902356901 common guesses: [('sandwich', 20), ('bracelet', 19), ('hamburger', 14)]
bat MAPK@3: 0.0687382297551789 common guesses: [('bat', 22), ('canoe', 18), ('airplane', 16)]
diving board MAPK@3: 0.06704980842911877 common guesses: [('diving board', 52), ('keyboard', 31), ('drill', 30)]
The Great Wall of China MAPK@3: 0.0660919540229885 common guesses: [('ocean', 55), ('grass', 44), ('rifle', 42)]
parrot MAPK@3: 0.065947242206235 common guesses: [('penguin', 27), ('ear', 24), ('parrot', 23)]
steak MAPK@3: 0.06557377049180328 common guesses: [('cloud', 19), ('steak', 18), ('eye', 11)]
marker MAPK@3: 0.06471816283924843 common guesses: [('candle', 73), ('lipstick', 70), ('crayon', 61)]
watermelon MAPK@3: 0.06281407035175879 common guesses: [('underwear', 34), ('mouth', 24), ('watermelon', 22)]
hospital MAPK@3: 0.062416998671978745 common guesses: [('hospital', 27), ('postcard', 26), ('camera', 25)]
rain MAPK@3: 0.06023102310231022 common guesses: [('knee', 31), ('anvil', 28), ('rain', 22)]
passport MAPK@3: 0.05703703703703704 common guesses: [('calculator', 32), ('power outlet', 32), ('map', 31)]
pizza MAPK@3: 0.05442176870748299 common guesses: [('wheel', 55), ('soccer ball', 43), ('basketball', 31)]
train MAPK@3: 0.052083333333333336 common guesses: [('speedboat', 28), ('belt', 23), ('bulldozer', 20)]
stethoscope MAPK@3: 0.051226551226551224 common guesses: [('wine glass', 29), ('flamingo', 24), ('stethoscope', 21)]
boomerang MAPK@3: 0.04984423676012461 common guesses: [('rainbow', 29), ('boomerang', 20), ('diving board', 20)]
knife MAPK@3: 0.04954954954954954 common guesses: [('asparagus', 44), ('sword', 38), ('belt', 31)]
bear MAPK@3: 0.04950495049504951 common guesses: [('panda', 25), ('alarm clock', 24), ('pig', 21)]
jail MAPK@3: 0.04907407407407407 common guesses: [('map', 31), ('postcard', 25), ('camera', 22)]
garden MAPK@3: 0.04761904761904762 common guesses: [('speedboat', 31), ('hat', 29), ('roller coaster', 27)]
trombone MAPK@3: 0.04632972322503008 common guesses: [('belt', 40), ('speedboat', 33), ('grass', 28)]
key MAPK@3: 0.04564315352697095 common guesses: [('dumbbell', 41), ('belt', 27), ('rifle', 24)]
fence MAPK@3: 0.04381443298969072 common guesses: [('keyboard', 16), ('postcard', 15), ('map', 15)]
backpack MAPK@3: 0.043209876543209874 common guesses: [('bracelet', 16), ('mug', 15), ('donut', 14)]
bench MAPK@3: 0.04145077720207254 common guesses: [('keyboard', 27), ('rifle', 21), ('bench', 17)]
ceiling fan MAPK@3: 0.04142581888246628 common guesses: [('chandelier', 18), ('zebra', 15), ('wristwatch', 14)]
yoga MAPK@3: 0.0395882818685669 common guesses: [('hat', 52), ('bulldozer', 36), ('yoga', 33)]
aircraft carrier MAPK@3: 0.03809523809523809 common guesses: [('speedboat', 24), ('grass', 20), ('flying saucer', 20)]
book MAPK@3: 0.036312849162011177 common guesses: [('postcard', 29), ('camera', 26), ('microwave', 24)]
syringe MAPK@3: 0.03594771241830065 common guesses: [('baseball bat', 23), ('sword', 22), ('asparagus', 21)]
string bean MAPK@3: 0.03445065176908752 common guesses: [('asparagus', 17), ('baseball bat', 14), ('see saw', 13)]
pool MAPK@3: 0.03416666666666666 common guesses: [('keyboard', 45), ('cloud', 24), ('pond', 18)]
raccoon MAPK@3: 0.032588454376163874 common guesses: [('panda', 22), ('airplane', 14), ('alarm clock', 14)]
dog MAPK@3: 0.031432748538011694 common guesses: [('horse', 21), ('anvil', 19), ('cow', 17)]
animal migration MAPK@3: 0.030595813204508854 common guesses: [('rifle', 30), ('ocean', 24), ('eyeglasses', 16)]
sea turtle MAPK@3: 0.030555555555555555 common guesses: [('skateboard', 17), ('sun', 14), ('teapot', 14)]
bread MAPK@3: 0.03038674033149171 common guesses: [('bandage', 26), ('keyboard', 15), ('eye', 15)]
dresser MAPK@3: 0.029729729729729724 common guesses: [('alarm clock', 20), ('map', 19), ('The Mona Lisa', 18)]
squiggle MAPK@3: 0.029026217228464418 common guesses: [('ocean', 29), ('grass', 25), ('line', 16)]
whale MAPK@3: 0.026666666666666665 common guesses: [('hat', 22), ('pickup truck', 21), ('flying saucer', 19)]
flip flops MAPK@3: 0.026556776556776556 common guesses: [('paper clip', 26), ('ear', 19), ('snowman', 18)]
elephant MAPK@3: 0.02543859649122807 common guesses: [('bulldozer', 13), ('airplane', 12), ('hockey puck', 12)]
drums MAPK@3: 0.02508090614886731 common guesses: [('aircraft carrier', 18), ('alarm clock', 17), ('airplane', 16)]
cooler MAPK@3: 0.024979524979524978 common guesses: [('postcard', 45), ('door', 36), ('power outlet', 33)]
ant MAPK@3: 0.0249554367201426 common guesses: [('skateboard', 21), ('bandage', 17), ('airplane', 14)]
toe MAPK@3: 0.022366522366522364 common guesses: [('streetlight', 40), ('lollipop', 19), ('ear', 13)]
zigzag MAPK@3: 0.022222222222222223 common guesses: [('grass', 15), ('roller coaster', 14), ('waterslide', 14)]
bird MAPK@3: 0.02083333333333333 common guesses: [('canoe', 13), ('cannon', 12), ('airplane', 12)]
arm MAPK@3: 0.02025782688766114 common guesses: [('eyeglasses', 14), ('waterslide', 14), ('hat', 13)]
mosquito MAPK@3: 0.01891891891891892 common guesses: [('flashlight', 13), ('bulldozer', 10), ('flying saucer', 10)]
toothpaste MAPK@3: 0.01692047377326565 common guesses: [('saw', 29), ('keyboard', 20), ('bandage', 17)]
monkey MAPK@3: 0.016493055555555556 common guesses: [('airplane', 18), ('alarm clock', 16), ('aircraft carrier', 15)]
telephone MAPK@3: 0.016493055555555556 common guesses: [('cell phone', 19), ('snowman', 16), ('ear', 13)]
piano MAPK@3: 0.01619047619047619 common guesses: [('keyboard', 25), ('saw', 15), ('pool', 13)]
mouse MAPK@3: 0.01181592039800995 common guesses: [('canoe', 22), ('eyeglasses', 21), ('moustache', 21)]
lobster MAPK@3: 0.011111111111111112 common guesses: [('airplane', 16), ('aircraft carrier', 14), ('bulldozer', 11)]
hot tub MAPK@3: 0.01111111111111111 common guesses: [('postcard', 16), ('bathtub', 16), ('cruise ship', 14)]
sleeping bag MAPK@3: 0.010185185185185184 common guesses: [('keyboard', 24), ('saw', 19), ('bandage', 17)]
mermaid MAPK@3: 0.00984009840098401 common guesses: [('paintbrush', 17), ('pliers', 16), ('waterslide', 15)]
dragon MAPK@3: 0.0071301247771836 common guesses: [('speedboat', 17), ('bridge', 15), ('aircraft carrier', 15)]
frog MAPK@3: 0.005578800557880056 common guesses: [('hat', 21), ('tent', 16), ('bulldozer', 13)]
bottlecap MAPK@3: 0.005072463768115942 common guesses: [('hockey puck', 26), ('couch', 24), ('bracelet', 22)]
peas MAPK@3: 0.003429355281207133 common guesses: [('trombone', 14), ('eyeglasses', 13), ('crocodile', 13)]
garden hose MAPK@3: 0.0018214936247723133 common guesses: [('ocean', 25), ('rifle', 22), ('grass', 20)]
clarinet MAPK@3: 0.001763668430335097 common guesses: [('belt', 25), ('violin', 21), ('rifle', 20)]
